min,mean,max,learning_rate,inertia,ff,opt,sp
[ 0.10620081],[ 0.12245734],[ 0.13960527],0.0040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.12195838],[ 0.13850893],0.0040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.12114298],[ 0.13672792],0.0040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.11988413],[ 0.1340039],0.0040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.1181015],[ 0.13019872],0.0040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13924976],[ 0.17843766],0.007113117640155691,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13909416],[ 0.1780471],0.007113117640155691,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13897408],[ 0.17774612],0.007113117640155691,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13876275],[ 0.17721723],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13839374],[ 0.17629626],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13775816],[ 0.17471758],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13668886],[ 0.17208292],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13495877],[ 0.16787558],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.13232817],[ 0.16160545],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.12868147],[ 0.15315504],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.18128124],[ 0.30750741],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.18078114],[ 0.3055971],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.18039703],[ 0.30413676],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.17972474],[ 0.30159515],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.17856204],[ 0.29724252],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.17659191],[ 0.28999019],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.17336524],[ 0.27844029],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.16835891],[ 0.26130012],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.16119164],[ 0.23832359],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.15199194],[ 0.21129519],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.87120431],[ 5.12559354],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.85572584],[ 5.1128005],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.84369316],[ 5.10107578],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.82233565],[ 5.0757827],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.78453903],[ 5.01364557],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.71834127],[ 4.83126171],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.60752],[ 4.22829009],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.45443631],[ 2.75718224],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.31954303],[ 1.27103821],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 0.23778777],[ 0.59290192],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.74275616],[ 5.17876793],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.73119472],[ 5.17876791],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.72218916],[ 5.17876791],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.70615883],[ 5.17876793],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.57462672],[ 5.17876798],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.81866333],[ 5.1787679],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.73250247],[ 5.17876792],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.57793107],[ 5.17876756],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 2.24936082],[ 5.1787679],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.10620081],[ 1.86789033],[ 5.17872563],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.01596745],[ 2.29113602],[ 5.1717888],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.09826471],[ 2.44901985],[ 5.17784965],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.03763659],[ 2.35413107],[ 5.17538651],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.10168235],[ 2.22645386],[ 5.16557548],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.17510774],[ 2.09940587],[ 5.1562455],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.22351567],[ 2.00211094],[ 5.16564181],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.34305205],[ 1.88141789],[ 5.1689617],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.36862175],[ 1.73403303],[ 5.17703478],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.33989582],[ 1.5516512],[ 5.15547699],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.78441579],[ 1.29258403],[ 5.15797697],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.93580372],[ 3.64296381],[ 10.8932552],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.76979669],[ 2.86584511],[ 9.17201911],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.61571595],[ 3.55668641],[ 11.98912176],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.28971944],[ 3.26463311],[ 8.31794709],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-3.52440812],[ 3.8825668],[ 11.90493031],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.07464508],[ 3.51780739],[ 9.33463639],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.00366983],[ 3.66208227],[ 5.51260001],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.76079328],[ 4.19830571],[ 12.15057435],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.78396918],[ 4.02578664],[ 11.97226339],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-3.00237978],[ 4.01227991],[ 12.17424441],0.12649110640673517,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-2.04122151],[ 0.99513898],[ 9.1205065],0.22493653007613965,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-2.24821093],[ 2.21938713],[ 9.5957111],0.22493653007613965,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-2.04685671],[ 0.2770074],[ 5.00074353],0.22493653007613965,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[ 0.00631608],[ 2.70634782],[ 9.12476035],0.22493653007613965,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-3.56147169],[ 1.68391486],[ 8.19467374],0.22493653007613965,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.10879116],[ 0.12431953],[ 4.69141917],0.22493653007613965,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-5.73144393],[ 1.44940372],[ 5.39759755],0.22493653007613965,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.50288275],[ 0.35462678],[ 5.51789384],0.22493653007613965,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-5.32616942],[ 0.91310877],[ 8.25045871],0.22493653007613965,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-7.2812275],[ 0.03602345],[ 4.80216278],0.22493653007613965,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.10437879],[ 0.03545467],[ 5.03263505],0.40000000000000002,0.0,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.22488551],[-0.00393192],[ 5.04721654],0.40000000000000002,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.25464691],[ 0.14476836],[ 5.05743187],0.40000000000000002,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-9.96706677],[ 0.25198966],[ 10.35872135],0.40000000000000002,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-4.1706267],[ 0.2403828],[ 5.09366641],0.40000000000000002,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.87933916],[ 0.23282426],[ 5.5528632],0.40000000000000002,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.60947336],[ 0.62989869],[ 5.06521168],0.40000000000000002,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-3.06943878],[ 0.35062252],[ 7.32235292],0.40000000000000002,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[  2.30859797e-08],[ 1.67233525],[ 9.71498916],0.40000000000000002,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-1.20262317],[ 0.49659129],[ 5.11457708],0.40000000000000002,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.47777778]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.13007605],[-0.13007605],0.0,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00103766],[ 0.0994759],0.0040000000000000001,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00143845],[ 0.09877448],0.0040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00174857],[ 0.09823195],0.0040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00229614],[ 0.09727437],0.0040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00325778],[ 0.09559385],0.0040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00493061],[ 0.09267391],0.0040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.00779328],[ 0.08768653],0.0040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.01255812],[ 0.07940854],0.0040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.02013817],[ 0.06628757],0.0040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[-0.03138132],[ 0.04689223],0.0040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.07596498],[ 0.24109379],0.007113117640155691,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.07531581],[ 0.2397523],0.007113117640155691,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.07481396],[ 0.23871757],0.007113117640155691,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.07392877],[ 0.23689733],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.07237708],[ 0.23372134],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.0696862],[ 0.22825709],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.06510461],[ 0.21907453],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.05753731],[ 0.20421654],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.04562537],[ 0.18151196],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.02816556],[ 0.14946074],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.24846754],[ 0.85906489],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.24612336],[ 0.84546614],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.24433432],[ 0.8351968],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.24122646],[ 0.81758244],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.23591957],[ 0.78816869],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.22711242],[ 0.7412135],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.21313869],[ 0.67148445],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.19236255],[ 0.57847934],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.16390952],[ 0.47054316],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.12818926],[ 0.36189785],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.82408014],[ 5.1787676],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.81284795],[ 5.17876745],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.80409814],[ 5.17876732],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.85771002],[ 5.17876771],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.83052287],[ 5.17876742],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.78201468],[ 5.17876617],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.69526465],[ 5.17875701],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.53957204],[ 5.17860843],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.25885841],[ 5.17222526],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 0.76306946],[ 4.6081271],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.73135436],[ 5.17876797],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.72128887],[ 5.17876799],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.71344272],[ 5.17876799],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.69946338],[ 5.17876792],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 1.91619261],[ 5.17876791],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.1844158],[ 5.1787679],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.20961174],[ 5.17876791],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 3.09938053],[ 5.17876768],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.95404478],[ 5.17876711],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.67958125],[ 5.17870779],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.48723859],[ 5.17435789],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.38200109],[ 5.16964965],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.33994976],[ 5.16578682],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.13007605],[ 2.33065771],[ 5.1625335],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.16333093],[ 2.25602517],[ 5.15656615],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.28407818],[ 2.14007338],[ 5.15969267],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.40163955],[ 2.03778906],[ 5.17421109],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.68265689],[ 1.86219603],[ 5.17612499],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-0.3353253],[ 1.68440046],[ 5.15704693],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-2.66465343],[ 1.40053364],[ 5.16132212],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-2.73265811],[ 3.61009018],[ 11.44236788],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-2.91643676],[ 3.77663293],[ 11.81832036],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-3.04790275],[ 3.93475202],[ 10.94777053],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-3.25984806],[ 3.53654547],[ 9.34023609],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-3.58052871],[ 3.4306057],[ 7.82715514],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-4.02915143],[ 3.72282734],[ 11.15429291],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-4.60266539],[ 3.591977],[ 9.45051497],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-4.51717821],[ 3.87455104],[ 11.96691851],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
[-2.12183403],[ 3.09463016],[ 9.26465067],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[-1.9        -1.05555556]
