min,mean,max,learning_rate,inertia,ff,opt,sp
[-2.18382716],[-0.78434942],[-0.18302512],0.012649110640673518,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.79029724],[-0.18752124],0.012649110640673518,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.80077706],[-0.19556012],0.012649110640673518,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.81910828],[-0.20997638],0.012649110640673518,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.85075683],[-0.23590762],0.012649110640673518,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.904131],[-0.28253117],0.012649110640673518,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.9904889],[-0.36524845],0.012649110640673518,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.45351601],[-0.02399465],0.022493653007613964,0.0,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.45530234],[-0.02445144],0.022493653007613964,0.0040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.45669182],[-0.02481013],0.022493653007613964,0.007113117640155691,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.45916099],[-0.02545488],0.022493653007613964,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.46354631],[-0.02662309],0.022493653007613964,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.47132632],[-0.02876859],0.022493653007613964,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.48509947],[-0.03279645],0.022493653007613964,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.50937597],[-0.04061266],0.022493653007613964,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.55176788],[-0.05645358],0.022493653007613964,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.62430964],[-0.08994145],0.022493653007613964,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.23972416],[-0.0006172],0.040000000000000001,0.0,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.24076904],[-0.0006399],0.040000000000000001,0.0040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.24158269],[-0.00065799],0.040000000000000001,0.007113117640155691,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.24303053],[-0.00069107],0.040000000000000001,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.24560806],[-0.00075289],0.040000000000000001,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.25020032],[-0.00087264],0.040000000000000001,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.25839185],[-0.00111876],0.040000000000000001,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.27302658],[-0.00167328],0.040000000000000001,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.29920644],[-0.0030924],0.040000000000000001,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.34596961],[-0.00729084],0.040000000000000001,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.11540136],[ -6.42623409e-07],0.071131176401556917,0.0,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.11597333],[ -6.91864605e-07],0.071131176401556917,0.0040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.11641901],[ -7.32362238e-07],0.071131176401556917,0.007113117640155691,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.11721268],[ -8.09333350e-07],0.071131176401556917,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.11862753],[ -9.63113345e-07],0.071131176401556917,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.12115427],[ -1.29755327e-06],0.071131176401556917,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.12567963],[ -2.13356152e-06],0.071131176401556917,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.13381961],[ -4.72383572e-06],0.071131176401556917,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.14854553],[ -1.55199001e-05],0.071131176401556917,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.1753486],[ -7.85853643e-05],0.071131176401556917,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.07650877],[ -9.82681886e-08],0.12649110640673517,0.0,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.07702994],[ -1.08685991e-07],0.12649110640673517,0.0040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.07743655],[ -1.17426624e-07],0.12649110640673517,0.007113117640155691,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.07816173],[ -1.34439801e-07],0.12649110640673517,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.07680932],[ -9.66491709e-08],0.12649110640673517,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.07905709],[ -1.45596553e-07],0.12649110640673517,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.08043229],[ -1.68083541e-07],0.12649110640673517,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.08227147],[ -1.84647930e-07],0.12649110640673517,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.08441051],[ -1.65523170e-07],0.12649110640673517,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.09251647],[ -2.85862174e-07],0.12649110640673517,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.03245603],[ -3.57359764e-08],0.22493653007613965,0.0,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.0329425],[ -4.21046164e-08],0.22493653007613965,0.0040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.0333236],[ -4.76779616e-08],0.22493653007613965,0.007113117640155691,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.03188125],[ -1.85292629e-08],0.22493653007613965,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.0330357],[ -2.72863040e-08],0.22493653007613965,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.03513714],[ -5.12422896e-08],0.22493653007613965,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.03672652],[ -4.85222649e-08],0.22493653007613965,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.03904816],[ -3.30982353e-08],0.22493653007613965,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.04624813],[ -5.81703765e-08],0.22493653007613965,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.05744744],[ -6.97552010e-08],0.22493653007613965,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.00118897],[ -8.94495605e-09],0.40000000000000002,0.0,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.00119253],[ -8.44844814e-10],0.40000000000000002,0.0040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.001337],[ -1.48050216e-09],0.40000000000000002,0.007113117640155691,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.00161437],[ -3.43204399e-09],0.40000000000000002,0.012649110640673518,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.00217205],[ -1.11138435e-08],0.40000000000000002,0.022493653007613964,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.002945],[ -4.45643679e-09],0.40000000000000002,0.040000000000000001,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.00475918],[ -4.18015837e-09],0.40000000000000002,0.071131176401556917,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.00908688],[ -1.04876459e-08],0.40000000000000002,0.12649110640673517,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.01694127],[ -1.30475826e-10],0.40000000000000002,0.22493653007613965,SquaredError2D,SteepestDescent,1.4777777777777779
[-2.18382716],[-0.02082123],[ -2.25538944e-09],0.40000000000000002,0.40000000000000002,SquaredError2D,SteepestDescent,1.4777777777777779
[-3.61],[-3.61],[-3.61],0.0,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-3.61],[-3.61],0.0,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.47764197],[-1.64305111],0.0040000000000000001,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.48099328],[-1.64816784],0.0040000000000000001,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.48358811],[-1.65213289],0.0040000000000000001,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.48817369],[-1.65914696],0.0040000000000000001,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.49623838],[-1.67150438],0.0040000000000000001,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.51030224],[-1.69312028],0.0040000000000000001,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.53446928],[-1.73045906],0.0040000000000000001,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.57496236],[-1.79356606],0.0040000000000000001,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.64001544],[-1.89634514],0.0040000000000000001,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.73775039],[-2.05388693],0.0040000000000000001,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.90988208],[-0.88649902],0.007113117640155691,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.91401187],[-0.89147641],0.007113117640155691,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.91721306],[-0.89534159],0.007113117640155691,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.92287791],[-0.90219624],0.007113117640155691,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.93286459],[-0.91432647],0.007113117640155691,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.95035304],[-0.93570924],0.007113117640155691,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.98062129],[-0.97313606],0.007113117640155691,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.03195147],[-1.03779692],0.007113117640155691,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.11602874],[-1.14685178],0.007113117640155691,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-2.24609895],[-1.32290194],0.007113117640155691,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.28384869],[-0.29304853],0.012649110640673518,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.2878856],[-0.29604783],0.012649110640673518,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.29101997],[-0.29838593],0.012649110640673518,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.29657761],[-0.30255173],0.012649110640673518,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.30640973],[-0.30998408],0.012649110640673518,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.3237335],[-0.32327285],0.012649110640673518,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.35403613],[-0.34710381],0.012649110640673518,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.40635312],[-0.38996974],0.012649110640673518,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.4945839],[-0.46704133],0.012649110640673518,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.6373388],[-0.60377805],0.012649110640673518,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.74968974],[-0.03966462],0.022493653007613964,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.75264264],[-0.04041972],0.022493653007613964,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.75493953],[-0.04101267],0.022493653007613964,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.75902122],[-0.04207847],0.022493653007613964,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.76627042],[-0.04400959],0.022493653007613964,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.77913126],[-0.04755624],0.022493653007613964,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.80189912],[-0.05421453],0.022493653007613964,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.84202966],[-0.06713521],0.022493653007613964,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.9121061],[-0.09332122],0.022493653007613964,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-1.03202205],[-0.14867872],0.022493653007613964,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.39627871],[-0.00102027],0.040000000000000001,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.39800597],[-0.00105779],0.040000000000000001,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.39935098],[-0.00108769],0.040000000000000001,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.40174434],[-0.00114239],0.040000000000000001,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.40600516],[-0.00124458],0.040000000000000001,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.41359644],[-0.00144252],0.040000000000000001,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.42713754],[-0.00184938],0.040000000000000001,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.45132966],[-0.00276603],0.040000000000000001,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.49460656],[-0.00511192],0.040000000000000001,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.57190894],[-0.01205221],0.040000000000000001,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.19076552],[ -1.06229584e-06],0.071131176401556917,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.19171102],[ -1.14369455e-06],0.071131176401556917,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.19244775],[ -1.21063962e-06],0.071131176401556917,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.19375973],[ -1.33787758e-06],0.071131176401556917,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.19609858],[ -1.59208533e-06],0.071131176401556917,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.20027542],[ -2.14493500e-06],0.071131176401556917,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.20775612],[ -3.52690782e-06],0.071131176401556917,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.22121201],[ -7.80878965e-06],0.071131176401556917,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.24555485],[ -2.56553451e-05],0.071131176401556917,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.28986196],[-0.00012991],0.071131176401556917,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.1222579],[ -9.06491582e-08],0.12649110640673517,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.12309071],[ -1.00620594e-07],0.12649110640673517,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.12374045],[ -1.09013126e-07],0.12649110640673517,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.12489926],[ -1.25411141e-07],0.12649110640673517,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.1269705],[ -1.59766997e-07],0.12649110640673517,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.12647052],[ -1.38896841e-07],0.12649110640673517,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.12880452],[ -1.64076529e-07],0.12649110640673517,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.13199979],[ -1.86768906e-07],0.12649110640673517,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.13586375],[ -1.76172591e-07],0.12649110640673517,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.14937877],[ -3.25015136e-07],0.12649110640673517,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05029857],[ -1.78780611e-08],0.22493653007613965,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05105247],[ -2.13121477e-08],0.22493653007613965,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05164308],[ -2.43479126e-08],0.22493653007613965,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05270166],[ -3.06300060e-08],0.22493653007613965,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05461003],[ -4.51059311e-08],0.22493653007613965,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05466715],[ -2.84156836e-08],0.22493653007613965,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.05733834],[ -2.86790519e-08],0.22493653007613965,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.06454899],[ -5.47134093e-08],0.22493653007613965,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.07297594],[ -4.23920087e-08],0.22493653007613965,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.09496414],[ -1.15309618e-07],0.22493653007613965,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00196544],[ -1.47865600e-08],0.40000000000000002,0.0,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00197132],[ -1.39658020e-09],0.40000000000000002,0.0040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00221013],[ -2.44736071e-09],0.40000000000000002,0.007113117640155691,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00266866],[ -5.67337884e-09],0.40000000000000002,0.012649110640673518,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00359053],[ -1.83718638e-08],0.40000000000000002,0.022493653007613964,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00486826],[ -7.36676285e-09],0.40000000000000002,0.040000000000000001,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.00786721],[ -6.91005772e-09],0.40000000000000002,0.071131176401556917,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.01502116],[ -1.73367208e-08],0.40000000000000002,0.12649110640673517,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.02800496],[ -2.15684528e-10],0.40000000000000002,0.22493653007613965,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.03330849],[ -2.04179973e-09],0.40000000000000002,0.40000000000000002,SquaredError2D,SteepestDescent,1.8999999999999999
[-3.61],[-0.],[-0.],,,SquaredError2D,NewtonMethod,-1.8999999999999999
[-2.18382716],[-0.],[-0.],,,SquaredError2D,NewtonMethod,-1.4777777777777776
[-1.11419753],[-0.],[-0.],,,SquaredError2D,NewtonMethod,-1.0555555555555554
[-0.40111111],[-0.],[-0.],,,SquaredError2D,NewtonMethod,-0.6333333333333333
[-0.0445679],[-0.],[-0.],,,SquaredError2D,NewtonMethod,-0.21111111111111103
[-0.0445679],[-0.],[-0.],,,SquaredError2D,NewtonMethod,0.21111111111111125
[-0.40111111],[-0.],[-0.],,,SquaredError2D,NewtonMethod,0.6333333333333333
[-1.11419753],[-0.],[-0.],,,SquaredError2D,NewtonMethod,1.0555555555555558
[-2.18382716],[-0.],[-0.],,,SquaredError2D,NewtonMethod,1.4777777777777779
[-3.61],[-0.],[-0.],,,SquaredError2D,NewtonMethod,1.8999999999999999
[ 1.026391],[[ 1.850426]],[[ 1.9]],,,Trimodal2D,HillClimber,-3.2999999999999998
[ 1.89725494],[ 1.89725494],[ 1.89725494],,,Trimodal2D,HillClimber,-3.0111111111111111
[ 1.82846404],[[ 1.8959403]],[[ 1.8959403]],,,Trimodal2D,HillClimber,-2.7222222222222223
[ 1.85734429],[[ 1.96790185]],[[ 1.99878025]],,,Trimodal2D,HillClimber,-2.4333333333333331
[ 1.97791093],[[ 1.99783496]],[[ 1.99783496]],,,Trimodal2D,HillClimber,-2.1444444444444444
[ 1.97791093],[[ 1.99783496]],[[ 1.99783496]],,,Trimodal2D,HillClimber,-1.8555555555555556
[ 1.85734429],[[ 1.96790185]],[[ 1.99878025]],,,Trimodal2D,HillClimber,-1.5666666666666667
[ 1.82846404],[[ 1.8959403]],[[ 1.8959403]],,,Trimodal2D,HillClimber,-1.2777777777777777
[ 1.89725494],[ 1.89725494],[ 1.89725494],,,Trimodal2D,HillClimber,-0.98888888888888893
[ 1.026391],[[ 1.850426]],[[ 1.9]],,,Trimodal2D,HillClimber,-0.69999999999999996
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.026391],[ 1.026391],0.0,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.81572624],[ 1.89779698],0.0040000000000000001,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.81533813],[ 1.89772944],0.0040000000000000001,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.81503613],[ 1.89767657],0.0040000000000000001,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.81449922],[ 1.8975819],0.0040000000000000001,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.81354485],[ 1.89741149],0.0040000000000000001,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.81184914],[ 1.89710199],0.0040000000000000001,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.80883878],[ 1.89653146],0.0040000000000000001,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.80350445],[ 1.89545496],0.0040000000000000001,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.79409176],[ 1.89335483],0.0040000000000000001,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.77763782],[ 1.88908832],0.0040000000000000001,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.86126005],[ 1.90219014],0.007113117640155691,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.86102914],[ 1.90218008],0.007113117640155691,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.86084931],[ 1.90217216],0.007113117640155691,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.86052924],[ 1.90215787],0.007113117640155691,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.85995923],[ 1.90213181],0.007113117640155691,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.85894308],[ 1.90208338],0.007113117640155691,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
